Sr no,Username,Userid,email,registered mobile no,Address,SmartIOT Device ID,Power (in watt),Maximum Current till date (in ampere),Voltage,Time,Date
254,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB001E,13,10,3,19:01,20-02-18
255,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN002C,45,22,4,19:02,20-02-18
256,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,003KITFAN003C,34,34,1,19:03,20-02-18
257,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKTUB004C,24,56,2,19:04,20-02-18
258,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB005E,12,34,3,19:05,20-02-18
259,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN006C,56,23,4,19:06,20-02-18
260,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKFAN007C,45,23,5,19:07,20-02-18
261,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB008E,23,12,6,19:08,20-02-18
262,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALBUL000N,23,12,1,19:00,20-02-18
263,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB001E,67,13,2,19:01,20-02-18
264,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN002C,57,5,3,19:02,20-02-18
265,Siri,siriid,sai.nadiminti,9969625644,Room no.1,003KITFAN003C,42,7,4,19:03,20-02-18
266,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKTUB004C,24,8,7,19:04,20-02-18
267,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB005E,4,9,2,19:05,20-02-18
268,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN006C,35,45,3,19:06,20-02-18
269,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKFAN007C,5,35,9,19:07,20-02-18
270,Siri,sirid,sai.nadiminti,9969625644,Room no.1,002HALTUB008E,35,23,4,19:08,20-02-18
271,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALBUL000N,44,32,2,19:00,20-02-18
272,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB001E,23,10,3,19:01,20-02-18
273,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN002C,46,22,4,19:02,20-02-18
274,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,003KITFAN003C,89,34,1,19:03,20-02-18
275,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKTUB004C,54,56,2,19:04,20-02-18
276,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB005E,24,34,3,19:05,20-02-18
277,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN006C,30,23,4,19:06,20-02-18
278,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKFAN007C,87,23,5,19:07,20-02-18
279,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB008E,45,12,6,19:08,20-02-18
280,Guru,guruid,guru.singh,123564235,Room no.2,001HALBUL000N,12,12,1,19:00,20-02-18
281,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB001E,54,13,2,19:01,20-02-18
282,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN002C,44,5,3,19:02,20-02-18
283,Guru,guruid,guru.singh,123564235,Room no.2,003KITFAN003C,58,7,4,19:03,20-02-18
284,Guru,guruid,guru.singh,123564235,Room no.2,004GPKTUB004C,12,8,7,19:04,20-02-18
285,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB005E,45,9,2,19:05,20-02-18
286,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN006C,78,45,3,19:06,20-02-18
287,Guru,guruid,guru.singh,123564235,Room no.2,004GPKFAN007C,35,35,9,19:07,20-02-18
288,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB008E,56,23,4,19:08,20-02-18
289,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALBUL000N,63,32,2,20:00,20-02-18
290,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB001E,13,10,3,20:01,20-02-18
291,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN002C,45,22,4,20:02,20-02-18
292,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,003KITFAN003C,34,34,1,20:03,20-02-18
293,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKTUB004C,24,56,2,20:04,20-02-18
294,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB005E,12,34,3,20:05,20-02-18
295,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN006C,56,23,4,20:06,20-02-18
296,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKFAN007C,45,23,5,20:07,20-02-18
297,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB008E,23,12,6,20:08,20-02-18
298,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALBUL000N,23,12,1,20:00,20-02-18
299,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB001E,67,13,2,20:01,20-02-18
300,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN002C,57,5,3,20:02,20-02-18
301,Siri,siriid,sai.nadiminti,9969625644,Room no.1,003KITFAN003C,42,7,4,20:03,20-02-18
302,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKTUB004C,24,8,7,20:04,20-02-18
303,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB005E,4,9,2,20:05,20-02-18
304,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN006C,35,45,3,20:06,20-02-18
305,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKFAN007C,5,35,9,20:07,20-02-18
306,Siri,sirid,sai.nadiminti,9969625644,Room no.1,002HALTUB008E,35,23,4,20:08,20-02-18
307,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALBUL000N,44,32,2,20:00,20-02-18
308,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB001E,23,10,3,20:01,20-02-18
309,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN002C,46,22,4,20:02,20-02-18
310,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,003KITFAN003C,89,34,1,20:03,20-02-18
311,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKTUB004C,54,56,2,20:04,20-02-18
312,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB005E,24,34,3,20:05,20-02-18
313,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN006C,30,23,4,20:06,20-02-18
314,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKFAN007C,87,23,5,20:07,20-02-18
315,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB008E,45,12,6,20:08,20-02-18
316,Guru,guruid,guru.singh,123564235,Room no.2,001HALBUL000N,12,12,1,20:00,20-02-18
317,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB001E,54,13,2,20:01,20-02-18
318,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN002C,44,5,3,20:02,20-02-18
319,Guru,guruid,guru.singh,123564235,Room no.2,003KITFAN003C,58,7,4,20:03,20-02-18
320,Guru,guruid,guru.singh,123564235,Room no.2,004GPKTUB004C,12,8,7,20:04,20-02-18
321,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB005E,45,9,2,20:05,20-02-18
322,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN006C,78,45,3,20:06,20-02-18
323,Guru,guruid,guru.singh,123564235,Room no.2,004GPKFAN007C,35,35,9,20:07,20-02-18
324,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB008E,56,23,4,20:08,20-02-18
325,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALBUL000N,63,32,2,21:00,20-02-18
326,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB001E,13,10,3,21:01,20-02-18
327,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN002C,45,22,4,21:02,20-02-18
328,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,003KITFAN003C,34,34,1,21:03,20-02-18
329,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKTUB004C,24,56,2,21:04,20-02-18
330,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB005E,12,34,3,21:05,20-02-18
331,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN006C,56,23,4,21:06,20-02-18
332,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKFAN007C,45,23,5,21:07,20-02-18
333,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB008E,23,12,6,21:08,20-02-18
334,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALBUL000N,23,12,1,21:00,20-02-18
335,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB001E,67,13,2,21:01,20-02-18
336,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN002C,57,5,3,21:02,20-02-18
337,Siri,siriid,sai.nadiminti,9969625644,Room no.1,003KITFAN003C,42,7,4,21:03,20-02-18
338,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKTUB004C,24,8,7,21:04,20-02-18
339,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB005E,4,9,2,21:05,20-02-18
340,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN006C,35,45,3,21:06,20-02-18
341,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKFAN007C,5,35,9,21:07,20-02-18
342,Siri,sirid,sai.nadiminti,9969625644,Room no.1,002HALTUB008E,35,23,4,21:08,20-02-18
343,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALBUL000N,44,32,2,21:00,20-02-18
344,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB001E,23,10,3,21:01,20-02-18
345,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN002C,46,22,4,21:02,20-02-18
346,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,003KITFAN003C,89,34,1,21:03,20-02-18
347,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKTUB004C,54,56,2,21:04,20-02-18
348,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB005E,24,34,3,21:05,20-02-18
349,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN006C,30,23,4,21:06,20-02-18
350,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKFAN007C,87,23,5,21:07,20-02-18
351,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB008E,45,12,6,21:08,20-02-18
352,Guru,guruid,guru.singh,123564235,Room no.2,001HALBUL000N,12,12,1,21:00,20-02-18
353,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB001E,54,13,2,21:01,20-02-18
354,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN002C,44,5,3,21:02,20-02-18
355,Guru,guruid,guru.singh,123564235,Room no.2,003KITFAN003C,58,7,4,21:03,20-02-18
356,Guru,guruid,guru.singh,123564235,Room no.2,004GPKTUB004C,12,8,7,21:04,20-02-18
357,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB005E,45,9,2,21:05,20-02-18
358,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN006C,78,45,3,21:06,20-02-18
359,Guru,guruid,guru.singh,123564235,Room no.2,004GPKFAN007C,35,35,9,21:07,20-02-18
360,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB008E,56,23,4,21:08,20-02-18
361,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALBUL000N,20,32,2,22:00,20-02-18
362,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB001E,30,10,3,22:01,20-02-18
363,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN002C,40,22,4,22:02,20-02-18
364,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,003KITFAN003C,50,34,1,22:03,20-02-18
365,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKTUB004C,10,56,2,22:04,20-02-18
366,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB005E,20,34,3,22:05,20-02-18
367,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN006C,30,23,4,22:06,20-02-18
368,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKFAN007C,40,23,5,22:07,20-02-18
369,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB008E,50,12,6,22:08,20-02-18
370,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALBUL000N,12,12,1,22:00,20-02-18
371,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB001E,23,13,2,22:01,20-02-18
372,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN002C,44,5,3,22:02,20-02-18
373,Siri,siriid,sai.nadiminti,9969625644,Room no.1,003KITFAN003C,76,7,4,22:03,20-02-18
374,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKTUB004C,12,8,7,22:04,20-02-18
375,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB005E,45,9,2,22:05,20-02-18
376,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN006C,87,45,3,22:06,20-02-18
377,Siri,siriid,sai.nadiminti,9969625644,Room no.1,004GPKFAN007C,35,35,9,22:07,20-02-18
378,Siri,sirid,sai.nadiminti,9969625644,Room no.1,002HALTUB008E,56,23,4,22:08,20-02-18
379,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALBUL000N,20,32,2,22:00,20-02-18
380,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB001E,30,10,3,22:01,20-02-18
381,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN002C,40,22,4,22:02,20-02-18
382,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,003KITFAN003C,50,34,1,22:03,20-02-18
383,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKTUB004C,10,56,2,22:04,20-02-18
384,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB005E,20,34,3,22:05,20-02-18
385,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN006C,30,23,4,22:06,20-02-18
386,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKFAN007C,40,23,5,22:07,20-02-18
387,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB008E,50,12,6,22:08,20-02-18
388,Guru,guruid,guru.singh,123564235,Room no.2,001HALBUL000N,12,12,1,22:00,20-02-18
389,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB001E,23,13,2,22:01,20-02-18
390,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN002C,44,5,3,22:02,20-02-18
391,Guru,guruid,guru.singh,123564235,Room no.2,003KITFAN003C,76,7,4,22:03,20-02-18
392,Guru,guruid,guru.singh,123564235,Room no.2,004GPKTUB004C,12,8,7,22:04,20-02-18
393,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB005E,45,9,2,22:05,20-02-18
394,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN006C,87,45,3,22:06,20-02-18
395,Guru,guruid,guru.singh,123564235,Room no.2,004GPKFAN007C,35,35,9,22:07,20-02-18
396,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB008E,56,23,4,22:08,20-02-18
397,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALBUL000N,12,32,2,23:00,20-02-18
398,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB001E,13,10,3,23:01,20-02-18
399,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN002C,54,22,4,23:02,20-02-18
400,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,003KITFAN003C,34,34,1,23:03,20-02-18
401,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKTUB004C,34,56,2,23:04,20-02-18
402,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB005E,12,34,3,23:05,20-02-18
403,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN006C,67,23,4,23:06,20-02-18
404,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKFAN007C,45,23,5,23:07,20-02-18
405,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB008E,34,12,6,23:08,20-02-18
406,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALBUL000N,23,12,1,23:00,20-02-18
407,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB001E,57,13,2,23:01,20-02-18
408,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN002C,57,5,3,23:02,20-02-18
409,Siri,siriid,sai.nadiminti,9969625644,Room no.1,003KITFAN003C,33,7,4,23:03,20-02-18
410,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKTUB004C,24,8,7,23:04,20-02-18
411,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB005E,24,9,2,23:05,20-02-18
412,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN006C,35,45,3,23:06,20-02-18
413,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKFAN007C,35,35,9,23:07,20-02-18
414,Siri,sirid,sai.nadiminti,9969625644,Room no.1,002HALTUB008E,56,23,4,23:08,20-02-18
415,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALBUL000N,34,32,2,23:00,20-02-18
416,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB001E,30,10,3,23:01,20-02-18
417,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN002C,56,22,4,23:02,20-02-18
418,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,003KITFAN003C,50,34,1,23:03,20-02-18
419,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKTUB004C,55,56,2,23:04,20-02-18
420,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB005E,20,34,3,23:05,20-02-18
421,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN006C,30,23,4,23:06,20-02-18
422,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKFAN007C,87,23,5,23:07,20-02-18
423,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB008E,50,12,6,23:08,20-02-18
424,Guru,guruid,guru.singh,123564235,Room no.2,001HALBUL000N,12,12,1,23:00,20-02-18
425,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB001E,54,13,2,23:01,20-02-18
426,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN002C,44,5,3,23:02,20-02-18
427,Guru,guruid,guru.singh,123564235,Room no.2,003KITFAN003C,58,7,4,23:03,20-02-18
428,Guru,guruid,guru.singh,123564235,Room no.2,004GPKTUB004C,12,8,7,23:04,20-02-18
429,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB005E,45,9,2,23:05,20-02-18
430,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN006C,78,45,3,23:06,20-02-18
431,Guru,guruid,guru.singh,123564235,Room no.2,004GPKFAN007C,35,35,9,23:07,20-02-18
432,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB008E,56,23,4,23:08,20-02-18
433,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALBUL000N,63,32,2,00:00,20-02-18
434,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB001E,13,10,3,00:01,20-02-18
435,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN002C,45,22,4,00:02,20-02-18
436,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,003KITFAN003C,34,34,1,00:03,20-02-18
437,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKTUB004C,24,56,2,00:04,20-02-18
438,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB005E,12,34,3,00:05,20-02-18
439,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN006C,56,23,4,00:06,20-02-18
440,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKFAN007C,45,23,5,00:07,20-02-18
441,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB008E,23,12,6,00:08,20-02-18
442,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALBUL000N,23,12,1,00:00,20-02-18
443,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB001E,67,13,2,00:01,20-02-18
444,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN002C,57,5,3,00:02,20-02-18
445,Siri,siriid,sai.nadiminti,9969625644,Room no.1,003KITFAN003C,42,7,4,00:03,20-02-18
446,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKTUB004C,24,8,7,00:04,20-02-18
447,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB005E,4,9,2,00:05,20-02-18
448,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN006C,35,45,3,00:06,20-02-18
449,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKFAN007C,5,35,9,00:07,20-02-18
450,Siri,sirid,sai.nadiminti,9969625644,Room no.1,002HALTUB008E,35,23,4,00:08,20-02-18
451,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALBUL000N,44,32,2,00:00,20-02-18
452,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB001E,23,10,3,00:01,20-02-18
453,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN002C,46,22,4,00:02,20-02-18
454,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,003KITFAN003C,89,34,1,00:03,20-02-18
455,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKTUB004C,54,56,2,00:04,20-02-18
456,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB005E,24,34,3,00:05,20-02-18
457,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN006C,30,23,4,00:06,20-02-18
458,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKFAN007C,87,23,5,00:07,20-02-18
459,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB008E,45,12,6,00:08,20-02-18
460,Guru,guruid,guru.singh,123564235,Room no.2,001HALBUL000N,12,12,1,00:00,20-02-18
461,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB001E,54,13,2,00:01,20-02-18
462,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN002C,44,5,3,00:02,20-02-18
463,Guru,guruid,guru.singh,123564235,Room no.2,003KITFAN003C,58,7,4,00:03,20-02-18
464,Guru,guruid,guru.singh,123564235,Room no.2,004GPKTUB004C,12,8,7,00:04,20-02-18
465,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB005E,45,9,2,00:05,20-02-18
466,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN006C,78,45,3,00:06,20-02-18
467,Guru,guruid,guru.singh,123564235,Room no.2,004GPKFAN007C,35,35,9,00:07,20-02-18
468,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB008E,56,23,4,00:08,20-02-18
469,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALBUL000N,63,32,2,01:00,20-02-18
470,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB001E,13,10,3,01:01,20-02-18
471,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN002C,45,22,4,01:02,20-02-18
472,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,003KITFAN003C,34,34,1,01:03,20-02-18
473,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKTUB004C,24,56,2,01:04,20-02-18
474,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB005E,12,34,3,01:05,20-02-18
475,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN006C,56,23,4,01:06,20-02-18
476,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,004GPKFAN007C,45,23,5,01:07,20-02-18
477,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB008E,23,12,6,01:08,20-02-18
478,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALBUL000N,23,12,1,01:00,20-02-18
479,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB001E,67,13,2,01:01,20-02-18
480,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN002C,57,5,3,01:02,20-02-18
481,Siri,siriid,sai.nadiminti,9969625644,Room no.1,003KITFAN003C,42,7,4,01:03,20-02-18
482,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKTUB004C,24,8,7,01:04,20-02-18
483,Siri,siriid,sai.nadiminti,9969625644,Room no.1,002HALTUB005E,4,9,2,01:05,20-02-18
484,Siri,sirid,sai.nadiminti,9969625644,Room no.1,001HALFAN006C,35,45,3,01:06,20-02-18
485,Siri,sirid,sai.nadiminti,9969625644,Room no.1,004GPKFAN007C,5,35,9,01:07,20-02-18
486,Siri,sirid,sai.nadiminti,9969625644,Room no.1,002HALTUB008E,35,23,4,01:08,20-02-18
487,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALBUL000N,44,32,2,01:00,20-02-18
488,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB001E,23,10,3,01:01,20-02-18
489,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN002C,46,22,4,01:02,20-02-18
490,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,003KITFAN003C,89,34,1,01:03,20-02-18
491,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKTUB004C,54,56,2,01:04,20-02-18
492,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB005E,24,34,3,01:05,20-02-18
493,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,001HALFAN006C,30,23,4,01:06,20-02-18
494,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,004GPKFAN007C,87,23,5,01:07,20-02-18
495,Ashish,ashishid,ashish.joshi,7854612456,Room no.100,002HALTUB008E,45,12,6,01:08,20-02-18
496,Guru,guruid,guru.singh,123564235,Room no.2,001HALBUL000N,12,12,1,01:00,20-02-18
497,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB001E,54,13,2,01:01,20-02-18
498,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN002C,44,5,3,01:02,20-02-18
499,Guru,guruid,guru.singh,123564235,Room no.2,003KITFAN003C,58,7,4,01:03,20-02-18
500,Guru,guruid,guru.singh,123564235,Room no.2,004GPKTUB004C,12,8,7,01:04,20-02-18
501,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB005E,45,9,2,01:05,20-02-18
502,Guru,guruid,guru.singh,123564235,Room no.2,001HALFAN006C,78,45,3,01:06,20-02-18
503,Guru,guruid,guru.singh,123564235,Room no.2,004GPKFAN007C,35,35,9,01:07,20-02-18
504,Guru,guruid,guru.singh,123564235,Room no.2,002HALTUB008E,56,23,4,01:08,20-02-18
505,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALBUL000N,63,32,2,02:00,20-02-18
506,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,002HALTUB001E,13,10,3,02:01,20-02-18
507,Chetan,chetanid,chetan.gupta,7854612456,Room no.123,001HALFAN002C,45,22,4,02:02,20-02-18
